default,student,balance,income
0,No,983.6190158,24666.68283
0,Yes,985.2408897,17263.75651
0,No,1339.199963,44257.9353
0,No,589.3910369,38255.53703
0,No,970.9255522,46051.86837
1,No,1547.995445,37524.25353
0,No,1188.965168,42286.48817
1,No,1733.824679,26330.51173
0,Yes,740.5778507,17700.07207
1,Yes,2415.316994,17429.50337
0,No,1000.525438,53680.98374
0,No,913.8865735,15220.50377
0,No,658.7995582,54802.07822
0,Yes,826.7412128,18856.90003
0,No,656.4349437,26551.6009
0,Yes,574.6731443,22814.34644
0,Yes,732.4299418,26433.10544
1,No,1026.358855,56182.12993
0,No,1915.332066,21361.04813
0,Yes,256.3256705,15627.66279
0,No,823.6097758,34856.52607
0,Yes,1627.45984,19630.1613
0,No,1700.294976,53844.57899
0,No,872.3208931,44407.79016
0,No,286.3010545,30026.07076
0,No,0,41671.20946
1,Yes,1665.70832,21024.27165
1,No,1940.37162,41162.93366
1,No,1698.826142,27374.88752
0,Yes,0,18235.67437
0,No,1557.559016,36742.18853
0,No,1356.159222,42262.93007
0,Yes,705.8830645,11121.69931
0,Yes,1244.923511,24291.40798
0,Yes,1658.373575,22010.48568
0,No,1133.414939,36456.94903
0,No,769.2306365,49590.06658
0,Yes,1228.993901,18810.38436
0,No,789.5511785,30777.839
0,No,537.140426,52513.66722
0,No,926.5478994,25363.01464
0,Yes,926.0781636,17660.80724
0,No,846.3932928,38352.56514
0,Yes,1173.09812,23811.0003
1,No,1672.506063,66466.46089
0,No,86.57888823,31893.22336
0,No,1505.094083,43036.12115
0,No,0,31363.6495
0,No,442.6659006,43991.81237
0,Yes,1212.737041,18090.47792
1,Yes,2216.017669,20911.69564
0,Yes,305.7879569,16594.52784
0,No,826.0227222,53874.37194
0,Yes,715.341171,21309.14054
1,Yes,2334.123559,19335.88929
1,No,1379.430717,38881.96935
0,Yes,1600.625534,24223.25141
0,Yes,728.9858382,17360.523
1,Yes,2035.861557,14435.84319
1,No,1302.734742,43680.06524
1,No,2024.105018,51508.86888
0,No,1456.642937,24089.09534
0,No,637.2169994,48461.90944
0,No,1018.36679,47723.32678
0,Yes,816.965766,13932.20994
0,Yes,1882.84179,15968.03654
0,No,1190.061303,41965.87995
0,No,1314.895386,33706.55936
0,No,1112.455001,40576.19022
0,No,486.6526399,30838.6297
0,No,690.6010978,43511.33727
0,No,751.3543919,27179.76165
0,Yes,256.3677844,18200.88045
1,Yes,1893.023004,16853.32957
0,No,1085.520235,36746.32035
0,No,1278.429972,25590.65652
0,No,796.2989755,37923.39362
0,No,1500.594004,27354.50025
0,Yes,1220.938831,6744.042425
0,No,1353.918741,39879.15905
0,No,322.9823275,25267.39762
1,No,1823.404105,14664.13812
0,No,837.328407,61950.803
0,No,1300.337182,47580.54383
0,No,988.1720461,49057.04192
0,No,461.7521043,37617.04367
0,No,761.1876588,54681.82839
0,No,783.0870843,36917.10317
1,Yes,1102.434982,17391.77965
0,No,1476.762643,54844.51934
0,No,0,40737.86681
0,Yes,831.3044957,17572.31793
0,No,911.9315442,40503.00398
0,Yes,1225.345971,5524.37479
0,No,1175.289139,35830.04557
1,No,2038.891851,58606.48624
0,Yes,1817.171176,24601.03749
1,No,1673.486349,49310.33291
0,No,762.9914907,44162.36289
0,No,354.216391,25427.05443
0,Yes,606.9514434,26718.87155
0,No,596.4297067,12135.54156
1,Yes,1433.167635,18087.68637
1,Yes,2207.599054,19780.76352
0,No,1046.918121,42376.50217
1,No,1532.3263,42152.36171
0,No,1000.764561,36709.08378
0,No,583.3074437,37118.83066
0,No,1602.003893,41827.70125
0,Yes,933.3320248,26051.39832
1,No,1753.084389,48965.34697
0,Yes,1883.065456,23989.89246
0,Yes,983.268503,24554.27156
0,No,1522.530802,30765.5638
0,No,580.3790561,55724.27123
0,No,914.3410823,43460.16638
0,Yes,421.9572648,21744.97424
0,Yes,1276.350839,27732.26882
0,No,659.7830853,42054.91499
1,Yes,1237.621866,14862.70546
0,No,0,43593.9536
0,Yes,1313.976248,20030.42871
0,No,403.0414814,29200.98376
0,No,792.9740677,28674.67063
0,Yes,878.9983936,12054.85904
0,No,322.2886981,19420.39978
0,No,991.3353944,44445.57892
1,Yes,2179.221428,15302.7765
0,Yes,843.0178966,12268.93352
0,No,1916.088508,23316.57025
0,No,424.04819,25081.84301
1,No,2343.797513,51095.29393
0,No,953.936465,41250.47804
0,No,1112.06414,27694.72127
0,No,806.7812411,55735.5492
0,No,650.0070413,41427.87732
1,No,1833.646548,43539.78433
0,No,1440.132927,28370.10432
0,No,1154.578914,61089.43087
0,No,783.7975633,33151.56724
0,Yes,172.4129875,14955.94169
1,Yes,2124.489239,12651.07432
1,Yes,1926.371583,17012.43814
0,No,1074.991267,27834.79004
0,No,102.7214411,13719.35687
0,Yes,1027.07059,24346.93975
0,Yes,1175.799057,18178.08193
1,No,2085.586978,35657.22567
0,No,1398.652467,34194.0824
0,No,683.9218808,37383.23265
0,No,633.7831603,37672.1581
0,Yes,1365.022824,23281.3205
0,No,635.808711,40497.38162
0,No,258.2552591,38309.98805
0,No,0,43599.45329
0,No,1164.36214,38759.73055
0,No,979.8510491,44869.04691
1,No,2128.795992,42096.50237
0,No,1079.965765,43215.8058
0,No,288.1780643,36514.67592
0,No,0,51740.4216
1,No,1549.894673,47916.29486
0,No,1388.563489,21151.26313
1,No,1804.036475,31318.29603
0,Yes,1401.193609,17688.85647
0,Yes,325.2836312,15962.70988
1,Yes,1790.360537,14306.8236
0,Yes,1047.225624,18069.25235
0,No,1030.191299,34250.87454
1,Yes,2083.228376,20103.60274
1,Yes,1724.963232,22170.68734
1,No,2054.452527,37366.76505
0,No,316.5638722,30293.96333
0,No,284.1692103,37463.61751
1,No,2228.472283,27438.34899
1,Yes,2177.150869,17659.74782
0,Yes,1447.418108,16658.42409
1,No,1805.559588,40119.78783
0,Yes,1025.858241,21561.88893
0,No,1253.860477,41767.39706
0,No,1040.105665,16905.45794
1,Yes,2066.695603,10470.636
0,No,641.7604481,44857.70123
0,No,101.9934557,27909.63104
0,Yes,434.8392811,16775.32048
0,No,444.2814001,56881.20657
0,No,216.5282622,28859.69462
0,No,627.3837596,47489.28308
0,No,456.7108145,21892.17721
1,No,1488.469925,36457.22328
0,No,1695.387238,26623.76815
0,No,886.777433,43410.38154
0,Yes,289.3569474,15715.50065
1,No,1856.914717,33445.61687
0,No,930.0813016,21575.42385
0,Yes,1264.649887,23852.64226
1,No,1478.124069,31515.34449
0,No,611.1797439,38712.39426
1,No,1807.684491,42308.95445
0,Yes,401.3326735,15332.01783
0,No,319.6023694,53135.36704
0,Yes,958.874769,25282.24105
0,No,635.7618482,49414.72656
0,No,989.0177917,35129.09174
0,Yes,0,15572.02126
0,No,287.8432009,46617.0634
0,No,450.3274856,52446.41
0,No,1105.467425,32371.40117
0,No,863.046051,50667.87676
0,No,0,43160.3242
0,No,0,45178.59169
0,No,1216.981452,37967.68808
1,No,2037.943354,43016.07218
0,No,448.8819968,38426.25934
1,Yes,2123.369217,23836.46426
1,No,1706.956841,21738.79633
0,No,396.8440851,32656.52284
1,No,1332.386178,53517.35049
1,No,1964.014684,50553.53452
0,Yes,1128.356209,15669.09653
0,No,735.1033377,51403.71597
0,No,325.8701315,35015.26897
0,No,0,41239.02051
0,Yes,383.823401,11777.53769
0,No,525.8713814,8017.638591
0,No,901.6135616,35283.89564
0,No,1229.520302,59755.03012
0,No,821.6071023,50689.19322
1,No,1288.406997,44253.30874
0,No,813.3640705,44707.67703
1,No,1928.280283,35492.12823
0,No,1302.783778,50709.50863
0,No,203.3281235,40490.14499
1,No,1902.612991,53394.07623
0,No,1240.573891,35598.88727
0,No,0,51054.56902
0,No,1037.766523,53823.22982
0,No,1071.241432,58134.55507
0,Yes,357.9512904,14338.52874
0,No,760.5532935,19957.83914
0,No,62.11093385,51206.29252
1,Yes,1902.969565,12464.30304
0,No,838.5789048,43501.25753
1,Yes,1118.701039,21848.4429
0,No,865.4002135,53798.81921
0,No,908.3159335,21287.94249
0,Yes,1723.216056,23278.99578
1,No,1723.187215,43143.16449
1,No,1650.578,31514.25965
0,Yes,912.5594287,14262.1285
0,No,51.1859857,39385.75968
0,Yes,1671.523208,9981.897014
0,No,641.2545874,31306.53484
1,Yes,2182.604344,20780.69245
1,No,1377.68002,41435.2695
0,Yes,1027.132901,16259.38055
0,No,861.5900531,32901.01046
0,No,204.0302467,51108.04496
0,No,61.18334462,37604.2178
0,No,1068.986888,37171.65141
0,No,834.3197877,33687.7504
0,No,477.9072924,34318.9832
0,No,906.416188,49815.65114
0,Yes,475.8532047,19993.75594
0,No,663.6636338,43951.25306
0,No,545.9932912,52619.62177
0,Yes,1128.768728,17718.94174
0,Yes,927.6321006,20640.7741
0,Yes,716.0480967,15149.87577
0,No,1272.076805,21503.19535
0,No,581.3131046,32454.11015
1,Yes,1493.968539,24126.02979
0,Yes,717.7596662,19567.70277
0,No,1138.628859,36978.45938
0,No,853.2122166,31607.3934
0,No,323.0349157,33673.80969
0,No,1756.050716,52497.5856
0,No,675.0227331,44480.01305
0,No,1740.634123,48311.43958
0,Yes,380.9051066,22042.57001
0,No,555.2299512,22788.96808
0,No,505.0151281,43658.81314
0,Yes,627.6681284,18539.56415
1,No,1319.816454,36548.81835
0,No,980.0371689,31977.56333
0,Yes,1670.467307,15838.31457
1,No,1476.509782,42984.41285
1,No,1964.476872,39054.58914
0,Yes,770.4087891,1498.227274
0,Yes,978.2369035,15073.78785
0,Yes,320.7255697,12589.76756
0,No,761.5537246,46836.67227
0,No,1474.638036,39872.22777
0,No,11.13807006,52195.92052
0,No,1584.565943,45447.18703
1,No,2074.807589,38988.85925
0,Yes,1702.981702,25203.45676
0,No,1351.852966,40177.95896
0,Yes,1057.599366,21570.75279
0,No,979.1059379,46319.91199
0,No,527.1727849,28931.12828
1,No,1789.093391,48331.12686
0,No,821.8532926,35358.39274
0,No,336.5035487,40626.99417
1,No,1920.242332,57242.98341
0,No,528.882016,44538.55146
0,Yes,271.6699001,14080.75407
0,No,1645.42318,36839.39621
0,No,1440.025713,41814.80384
0,No,270.5878637,33490.00527
0,No,1070.810048,35979.47014
0,No,1492.189654,39004.50294
0,Yes,863.321267,20425.85133
0,No,42.14999323,31812.89153
0,No,350.1960855,46893.73199
1,Yes,1475.057438,20210.27262
0,Yes,1249.766474,16251.2847
0,Yes,167.6379148,16771.56703
0,Yes,1007.537827,16814.2955
0,No,1338.532457,35072.30326
0,No,603.2531381,50214.8553
0,No,460.2344394,47305.21604
0,No,1354.332946,29590.82888
0,Yes,748.0592283,17362.80746
0,No,497.7257852,26591.11317
1,Yes,1758.406571,14272.27378
0,Yes,1068.454641,13638.70269
0,Yes,860.9177306,11575.70219
0,No,146.8971527,41872.17252
0,No,549.1689893,64952.61264
0,No,1058.5637,38917.83093
0,No,1191.610584,49004.83618
1,No,1292.430211,50990.57717
0,No,739.4180178,40656.95145
1,Yes,2352.054949,24067.5481
0,No,693.7173326,40148.87111
1,No,1763.579088,46227.07454
0,No,439.496364,46784.94481
0,No,806.2166632,35259.30464
0,Yes,1590.823099,21784.11312
0,No,931.957796,40913.43497
0,Yes,420.2570639,24703.99805
1,Yes,1337.235187,32761.0534
0,No,883.3906599,38408.97671
0,Yes,884.3118999,17542.91967
1,No,1323.628142,18820.79497
0,No,828.840863,39984.27347
0,No,876.4748603,39499.27681
0,No,999.8260907,43661.14174
0,No,0,38249.98238
0,Yes,451.695309,11460.4347
0,Yes,1184.204443,23235.65679
0,No,1201.332489,23969.45182
1,No,2220.966201,40725.09621
0,No,898.5668285,37919.75068
0,No,1395.602656,54148.84857
0,No,644.8630705,38794.67614
0,No,781.9044045,65617.64493
0,No,1072.379365,19958.54399
0,Yes,1006.969158,10364.81853
1,No,1642.819997,46856.94704
0,No,549.0649295,58539.41427
0,No,4.67941444,44571.70622
0,Yes,160.8871375,19686.7442
1,No,1125.656562,34758.12378
0,No,1379.287022,57843.88678
0,Yes,1323.395658,23072.54992
1,Yes,1957.120295,18805.95213
0,Yes,915.4398274,16624.33911
0,No,755.4604432,33460.92621
0,No,1378.266436,40228.93417
0,No,649.2697755,31039.002
1,Yes,2269.946966,18021.10595
1,No,1854.604154,38406.35646
1,No,1436.311549,18810.80414
0,No,398.0231243,33056.67119
0,No,444.6047964,51584.33636
0,No,1264.132385,35385.1168
0,Yes,1219.97548,15039.55362
0,Yes,713.2463934,20549.8519
0,Yes,860.8286768,27186.50002
0,No,1032.403484,38691.79393
0,No,304.0779533,47196.07647
0,Yes,154.8755316,20685.45742
1,No,1926.599082,59224.45276
0,Yes,655.4491646,18265.59543
0,Yes,711.8512316,15132.39359
1,No,1743.06471,22308.12575
0,Yes,1941.054062,14756.21148
0,No,1328.334103,39877.61246
0,No,0,28705.2025
1,No,1488.558775,22256.86369
0,Yes,1305.104453,20573.55387
1,No,1562.837918,49303.00947
0,No,852.5307769,46662.76795
0,No,1412.996704,53295.87299
0,No,815.6912947,48646.54151
0,Yes,734.4591993,17619.48718
0,No,978.23929,43410.36332
1,No,1758.420947,49787.45657
0,Yes,1367.855955,12489.81425
1,No,2080.937247,34494.17121
1,No,780.1725692,51656.87406
0,No,1292.672763,52541.64925
0,No,430.4690603,47462.07099
0,Yes,1260.494009,8549.253176
0,No,853.7040154,46291.58114
0,Yes,877.1562292,22046.53855
1,No,1665.954621,30070.13526
0,Yes,1365.79119,22301.70606
0,No,0,58211.53607
0,Yes,802.3692671,18999.52529
0,No,1088.574773,43883.14925
1,No,1954.333299,35067.53492
0,No,1490.983046,39596.05741
0,Yes,1669.278106,13771.3934
0,No,1436.670724,46755.28083
0,Yes,1302.516318,18210.80642
0,Yes,810.3080124,16248.45555
1,No,1328.892725,34710.06237
0,Yes,962.4665364,14606.09006
0,No,831.4561419,58476.73923
0,Yes,306.4338126,13934.51832
0,Yes,1089.405259,19053.58906
0,No,154.2124634,29153.45158
1,Yes,1770.969441,15975.5372
0,Yes,879.7105153,17863.84223
0,Yes,1367.786515,12449.27904
0,No,819.3263746,22406.05494
0,No,1518.352515,53971.73059
0,Yes,1203.946904,20904.83818
0,No,771.1374169,42418.36801
0,No,4.10094017,42174.17974
0,No,0,46461.32012
0,No,513.3962714,19021.64228
0,No,1585.525089,49011.41567
0,No,331.8428277,37264.69482
0,No,167.5841567,49087.25569
1,No,1973.822147,27340.01227
0,No,1021.2796,44718.40772
0,No,579.2802194,50813.50925
0,No,762.9231977,50293.87225
0,No,724.8873243,27800.95238
0,No,143.7547093,48250.30757
0,Yes,1283.028556,15638.00659
0,No,1255.349977,23297.47496
1,Yes,2110.556858,19345.10473
0,No,417.646983,54009.45088
0,No,522.1534576,40717.16252
0,No,1103.723807,39532.90751
0,No,1104.306623,40006.13331
0,No,1322.251761,43802.62724
0,No,928.4096682,41482.44353
0,No,1167.889158,35969.02356
0,No,1504.569386,36697.40199
0,No,1014.722629,38780.78972
0,Yes,1106.323694,21202.03008
0,Yes,91.7339465,19153.72843
0,Yes,950.4772929,17932.12509
1,No,2006.986173,50033.53315
0,No,625.0173287,58911.60865
0,Yes,790.5543286,20568.82724
0,Yes,906.1238153,19275.80014
0,No,910.0878413,25183.76825
0,Yes,737.0822476,24637.61749
0,No,965.1504836,34783.00688
0,Yes,1065.521076,21129.23446
0,No,964.0904134,48405.84311
1,No,1567.610704,38785.35768
0,Yes,1447.970793,16421.4555
1,Yes,1486.998122,17854.39703
0,No,769.6667019,39401.47506
0,Yes,375.9188495,20740.07619
0,No,946.8920555,9364.849781
0,No,943.4672893,26388.61716
0,No,749.1147396,46478.10516
0,No,1124.587156,45622.94234
0,Yes,1443.860426,19146.29142
1,No,2147.312578,58271.39083
0,No,1140.140114,41775.51811
0,Yes,764.8071634,18347.31137
0,No,1207.287852,33671.4595
0,No,184.8872983,49716.02041
1,No,1563.535198,51704.91997
0,No,1233.618926,49448.171
0,No,1077.00754,33071.46853
0,Yes,559.9031826,9357.759248
0,Yes,472.0245371,13685.47013
0,No,629.6055874,50113.82071
0,Yes,808.8337865,18791.55956
0,No,1509.871131,41246.58701
1,Yes,1899.390626,20655.2
0,No,424.4959338,23983.77316
0,No,223.3563457,51662.5973
0,No,0,37538.04505
0,No,1569.009053,36669.11236
0,No,2391.007739,50302.90956
0,Yes,1002.775284,11604.28775
0,No,1133.945796,47188.94778
0,No,874.6174204,37143.64487
0,No,1092.425957,43578.64698
1,No,1991.64912,42133.37318
0,No,1281.921573,56778.41539
0,No,218.739422,53259.76232
0,Yes,1775.581701,13735.19087
0,No,809.4556899,39077.43281
1,Yes,1704.578529,16887.40514
0,No,618.4607312,49385.78803
0,No,295.3071502,45776.84328
0,No,690.6403424,26989.39435
0,No,938.0901344,46370.82126
0,No,870.0205679,40535.31012
0,No,572.8895007,43381.91527
0,No,927.7661181,38197.37354
0,No,1452.684428,43418.82909
0,No,1117.629704,61940.01578
0,No,775.7339827,37022.00324
0,No,1588.876356,45093.44592
0,No,586.7756504,32622.37614
0,Yes,1935.50422,9431.293871
0,Yes,591.9864699,8815.176376
0,No,363.2293301,51821.42683
0,Yes,952.8871314,15082.67711
0,No,0,36922.86795
0,No,711.5550205,52992.37891
1,No,2062.870628,30839.18067
0,No,861.3638604,47969.67726
0,No,879.6241282,33682.18616
0,No,1693.642578,26995.69339
0,No,67.38846229,48792.11744
0,No,693.3584799,46466.29939
0,Yes,1384.415373,13707.0416
0,No,1504.682568,38223.24598
0,Yes,830.6517981,14420.62263
1,No,1360.385782,28992.00182
1,No,1598.020831,39163.36106
0,No,1032.513001,42495.46261
0,No,1965.329358,31804.63422
0,Yes,541.3347065,21245.32063
1,Yes,1805.618353,19168.02997
0,No,667.4920413,24613.67552
0,No,748.4870239,40727.14156
0,Yes,713.5598393,24324.14394
1,Yes,2113.629761,21100.72179
1,No,1605.214586,26149.14822
0,No,48.26564032,32081.0923
0,No,839.04092,36665.70146
0,No,558.321407,42767.32476
0,Yes,583.7742232,12240.66052
0,No,548.8392758,44909.0662
1,Yes,1321.535379,23735.15989
0,Yes,1107.002413,30618.62035
1,Yes,1737.537815,20974.03459
0,No,102.4698629,44600.43197
0,Yes,203.966127,16433.67429
0,No,534.0555448,30948.80675
0,No,829.6896647,35594.22391
0,Yes,2.994461997,18710.2648
1,Yes,2134.934488,20330.86487
0,No,757.9629184,19660.72177
0,Yes,580.3514814,17624.15891
1,Yes,2038.54316,12181.90258
0,Yes,0,17557.96334
0,Yes,967.3490473,14725.14091
1,No,1622.499039,39228.54143
0,No,155.9899169,50135.85017
1,No,1586.502199,48925.93338
0,No,497.5406723,43898.4285
0,Yes,618.6241213,20836.79305
0,No,150.3023857,39730.16503
0,Yes,1017.360966,21702.1831
0,No,1330.481097,50459.0469
0,Yes,1273.752339,19635.6615
0,No,768.8103024,47003.44058
0,No,619.3688154,45886.0785
1,Yes,1874.822612,14957.81633
0,Yes,1436.829989,22925.46992
0,Yes,951.5885363,12163.18485
0,No,163.2610271,40600.41547
0,No,462.0042896,33157.3622
0,No,1347.78085,29345.95821
1,Yes,1424.559323,25398.19744
0,Yes,596.0562474,16084.90771
0,No,977.5153311,33690.64931
0,No,990.1447723,48040.60189
1,No,1741.914915,35067.42512
0,No,143.3753202,17435.09638
0,Yes,1368.383018,16449.72494
0,No,828.8895452,52560.90735
0,No,45.82242658,32525.63844
1,No,1861.060871,55671.72366
0,No,751.8438613,52663.29299
0,Yes,870.7730355,16446.35483
0,No,986.7600897,44605.44511
1,Yes,2145.607674,23516.19134
0,Yes,673.3272479,14431.45949
0,No,1049.946768,43172.32719
0,No,654.6613601,32400.48148
1,Yes,2008.032985,18601.40309
0,No,419.7020001,44989.76285
0,No,968.5158515,41714.98984
0,Yes,916.1289706,28839.58373
0,No,574.4698776,46696.18634
0,No,696.4657513,37599.62013
0,Yes,1033.041846,18958.31508
0,Yes,564.8027621,21314.77944
0,No,1391.033877,53255.02112
0,No,1436.647669,38571.32806
0,Yes,1219.76035,17208.20886
1,No,1772.855484,42080.10684
1,No,1099.057701,42590.89445
0,No,725.7832919,35503.64421
